Original_ID,SMILES,Source,InChIKey,MW,LogP,TPSA,RotBonds,Activity_Label
CHEMBL3112864,CC1CN(C(=O)Cc2nc(=O)cc(N3CCOCC3)[nH]2)c2ccccc21,ChEMBL,CBPIBWZOJGKQSF-UHFFFAOYSA-N,354.41,1.2992999999999997,78.53,3,Active
CHEMBL3112863,CC1(C)Cc2ccccc2N1C(=O)Cc1nc(=O)cc(N2CCOCC2)[nH]1,ChEMBL,XKPMADVSFJYDPM-UHFFFAOYSA-N,368.4370000000001,1.5169,78.53,3,Active
CHEMBL3112862,CC1Cc2ccccc2N1C(=O)Cc1nc(=O)cc(N2CCOCC2)[nH]1,ChEMBL,UAXHPOBBKRWJGA-UHFFFAOYSA-N,354.4100000000001,1.1267999999999998,78.53,3,Active
CHEMBL3112861,Cn1c(CC(=O)N2CCc3ccccc32)nc(N2CCOCC2)cc1=O,ChEMBL,DALZLCXHMHOFAJ-UHFFFAOYSA-N,354.4100000000002,0.7486999999999993,67.67000000000002,3,Active
CHEMBL3112860,CN1CCN(Cc2cccc3c2CCN3C(=O)Cc2nc(=O)cc(N3CCOCC3)[nH]2)CC1,ChEMBL,PLOZCOMIWYJHAK-UHFFFAOYSA-N,452.5590000000003,0.4857000000000016,85.00999999999999,5,Active
CHEMBL3112859,CN1CCN(c2cccc3c2CCN3C(=O)Cc2nc(=O)cc(N3CCOCC3)[nH]2)CC1,ChEMBL,RWWRRZNPLVRCJF-UHFFFAOYSA-N,438.53200000000027,0.490100000000002,85.00999999999999,4,Active
CHEMBL3112858,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(-c3ccncc3)cccc21,ChEMBL,QFOFHWPQHOESHM-UHFFFAOYSA-N,417.4690000000001,1.8003000000000002,91.42,4,Active
CHEMBL3112857,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(-c3cccnc3)cccc21,ChEMBL,GXZTVBBVCJUSKC-UHFFFAOYSA-N,417.4690000000001,1.8003000000000002,91.42,4,Active
CHEMBL3112856,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(-c3ccccn3)cccc21,ChEMBL,QYWBMAVBPPCNAD-UHFFFAOYSA-N,417.4690000000001,1.8002999999999998,91.42,4,Active
CHEMBL3112855,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(-c3ccccc3)cccc21,ChEMBL,WBLYYZMOJFRKFU-UHFFFAOYSA-N,416.4810000000001,2.4053000000000004,78.52999999999999,4,Active
CHEMBL3112854,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(OC(F)(F)F)cccc21,ChEMBL,NWRXYTMCKVBTKP-UHFFFAOYSA-N,424.3790000000001,1.6368999999999991,87.75999999999999,4,Active
CHEMBL3112853,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c1cccc2C(F)(F)F,ChEMBL,JVFSDXQBBQIWBM-UHFFFAOYSA-N,408.38000000000005,1.7571,78.52999999999999,3,Active
CHEMBL3112852,COc1cccc2c1CCN2C(=O)Cc1nc(=O)cc(N2CCOCC2)[nH]1,ChEMBL,BIXKKBQECSTCMN-UHFFFAOYSA-N,370.40900000000016,0.7468999999999999,87.75999999999999,4,Active
CHEMBL3112851,Cc1cccc2c1CCN2C(=O)Cc1nc(=O)cc(N2CCOCC2)[nH]1,ChEMBL,XJNOEUSVGFJGLV-UHFFFAOYSA-N,354.41000000000014,1.04672,78.53,3,Active
CHEMBL3112850,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(Br)cccc21,ChEMBL,VLUJVXBQLNFVKM-UHFFFAOYSA-N,419.27900000000005,1.5007999999999997,78.52999999999999,3,Active
CHEMBL3112849,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(Cl)cccc21,ChEMBL,IADWZPWKRCWMPE-UHFFFAOYSA-N,374.828,1.3916999999999995,78.52999999999999,3,Active
CHEMBL3112848,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(F)cccc21,ChEMBL,NNXWAJVWAVPAPZ-UHFFFAOYSA-N,358.37300000000005,0.8774000000000002,78.52999999999999,3,Active
CHEMBL3112592,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2cc(Cl)ccc21,ChEMBL,UJUIPZRMKOMRCU-UHFFFAOYSA-N,374.828,1.3917,78.52999999999999,3,Active
CHEMBL3112847,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2cc(F)ccc21,ChEMBL,LXISESLTVSOLPF-UHFFFAOYSA-N,358.37300000000005,0.8774000000000002,78.52999999999999,3,Active
CHEMBL3112690,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2ccccc21,ChEMBL,XLUFPHQRHPTDJA-UHFFFAOYSA-N,340.38300000000004,0.7383000000000004,78.52999999999999,3,Active
CHEMBL3125375,CC1Cc2cc(F)ccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(N)=O,ChEMBL,OZIKWNBSDOTXBX-UHFFFAOYSA-N,404.4670000000002,1.738,88.75999999999999,4,Active
CHEMBL3125394,CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(N)=O,ChEMBL,TVZPBIBWLNLUKK-UHFFFAOYSA-N,420.92200000000025,2.2522999999999995,88.75999999999999,4,Active
CHEMBL3125393,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Br)ccc21,ChEMBL,ZOMKKEFUAZEJIF-UHFFFAOYSA-N,451.34600000000006,1.9729,88.76,4,Active
CHEMBL3125392,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Cl)ccc21,ChEMBL,BPSYHOZSLBTWCZ-UHFFFAOYSA-N,406.895,1.8638,88.76,4,Active
CHEMBL3125387,CC1CN(C(=O)Cc2nc(N3CCOCC3)sc2C(N)=O)c2ccccc21,ChEMBL,VRFSADMGIMNNAF-UHFFFAOYSA-N,386.4770000000001,1.7714,88.75999999999999,4,Active
CHEMBL3125386,CC1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(N)=O,ChEMBL,OCROPRWMXRKQMD-UHFFFAOYSA-N,386.4770000000001,1.5989000000000002,88.75999999999999,4,Active
CHEMBL3125382,O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Br)ccc21,ChEMBL,USEWHOVXQILJOA-UHFFFAOYSA-N,452.3300000000001,2.5722000000000005,82.96999999999998,4,Active
CHEMBL3125381,CC1Cc2cc(F)ccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O,ChEMBL,HDZUKCNSPUYSLP-UHFFFAOYSA-N,405.45100000000025,2.3373,82.97,4,Active
CHEMBL3125380,O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(F)ccc21,ChEMBL,CAVORXGEZDVODE-UHFFFAOYSA-N,391.4240000000001,1.9488,82.96999999999998,4,Active
CHEMBL3125379,CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O,ChEMBL,BBFGUZXGQBPQCG-UHFFFAOYSA-N,421.9060000000002,2.8516000000000004,82.97,4,Active
CHEMBL3125377,CC1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O,ChEMBL,KRJAHQUEHOJBJP-UHFFFAOYSA-N,387.46100000000007,2.1982,82.97,4,Active
CHEMBL3125376,O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2ccccc21,ChEMBL,FLULBARKMUHPTM-UHFFFAOYSA-N,373.4340000000001,1.8096999999999996,82.96999999999998,4,Active
CHEMBL3125541,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)Nc1ccc(F)c(Cl)c1,ChEMBL,HGGYCOCAUBJWPZ-UHFFFAOYSA-N,398.847,2.0523,97.55,5,Active
CHEMBL3125388,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(F)cccc21,ChEMBL,ZZQQOUGIBVAMRT-UHFFFAOYSA-N,390.44000000000005,1.3494999999999997,88.76,4,Active
CHEMBL3125391,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(F)ccc21,ChEMBL,XITZHALCAXQXME-UHFFFAOYSA-N,390.44000000000005,1.3494999999999997,88.76,4,Active
