Original_ID,SMILES,standard_value,standard_units,relation,Activity_uM,Filter_Status,Source,Activity_Type,InChIKey,MW,LogP,TPSA,RotBonds
CHEMBL3648969,COc1ccc(-c2cc3c(C)nc(N)nc3n(CC(F)(F)F)c2=O)cn1,130.0,nM,=,0.13,PASS,ChEMBL,IC50,YXNCHXKJLZMXQV-UHFFFAOYSA-N,365.315,2.3150199999999996,95.92,3
CHEMBL3648970,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CCOCC1,18.5,nM,=,0.0185,PASS,ChEMBL,IC50,QJUJQJMFSBWPHG-UHFFFAOYSA-N,326.3600000000002,1.4237199999999999,111.71,2
CHEMBL3218404,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCOCC3)c2=O)cn1,6.6,nM,=,0.0066,PASS,ChEMBL,IC50,KXSMKVQEHUCHOE-UHFFFAOYSA-N,367.40900000000016,2.1042199999999998,105.15000000000002,3
CHEMBL3648971,Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C1CCOCC1,3.7,nM,=,0.0037,PASS,ChEMBL,IC50,ZLYUPMVAXMBENB-UHFFFAOYSA-N,376.42000000000024,2.5769200000000003,111.71,2
CHEMBL3648972,Cc1nc(N)nc2c1cc(Br)c(=O)n2C1CCOC1,230.0,nM,=,0.23,PASS,ChEMBL,IC50,GJKWUYAAJQCNPY-UHFFFAOYSA-N,325.1660000000001,1.40602,83.03000000000002,1
CHEMBL3648973,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CCOC1,20.0,nM,=,0.02,PASS,ChEMBL,IC50,ARFCUVDLQBVUCQ-UHFFFAOYSA-N,312.33300000000014,1.03362,111.71,2
CHEMBL3218405,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCOC3)c2=O)cn1,7.5,nM,=,0.0075,PASS,ChEMBL,IC50,SSOLRNZHGLSQCN-UHFFFAOYSA-N,353.3820000000001,1.7141199999999996,105.15000000000002,3
CHEMBL2057728,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CCC1,15.0,nM,=,0.015,PASS,ChEMBL,IC50,XDXSZXPYYXPVRA-UHFFFAOYSA-N,296.3340000000001,1.7972199999999998,102.47999999999999,2
CHEMBL2057727,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCC3)c2=O)cn1,8.2,nM,=,0.0081999999999999,PASS,ChEMBL,IC50,MQXZSHNTUSGCLH-UHFFFAOYSA-N,337.3830000000001,2.4777200000000006,95.92,3
CHEMBL3648974,Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C1CCC1,2.0,nM,=,0.002,PASS,ChEMBL,IC50,VRZZDNPADIKSTI-UHFFFAOYSA-N,346.3940000000002,2.950420000000001,102.47999999999999,2
CHEMBL2057731,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C(C)C,29.4,nM,=,0.0294,PASS,ChEMBL,IC50,SBGOBTVWKFJHKH-UHFFFAOYSA-N,284.32300000000004,1.65312,102.47999999999999,2
CHEMBL1258458,COc1ccc(-c2cc3c(C)nc(N)nc3n(C(C)C)c2=O)cn1,11.0,nM,=,0.011,PASS,ChEMBL,IC50,MLPHIXLIZYLZRW-UHFFFAOYSA-N,325.37200000000007,2.33362,95.92,3
CHEMBL3648975,Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C(C)C,2.3,nM,=,0.0023,PASS,ChEMBL,IC50,QGRNNPNKVARAIJ-UHFFFAOYSA-N,334.3830000000001,2.8063200000000013,102.47999999999999,2
CHEMBL2057730,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CC1,78.0,nM,=,0.078,PASS,ChEMBL,IC50,VJJRLZSQNXGZAK-UHFFFAOYSA-N,282.3070000000001,1.40712,102.47999999999999,2
CHEMBL2057729,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CC3)c2=O)cn1,56.0,nM,=,0.056,PASS,ChEMBL,IC50,ZJHXTZUQHWPNKV-UHFFFAOYSA-N,323.35600000000005,2.08762,95.92,3
CHEMBL3648976,Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C1CC1,17.0,nM,=,0.017,PASS,ChEMBL,IC50,HYNPKZNHXKUBMA-UHFFFAOYSA-N,332.36700000000013,2.560320000000001,102.47999999999999,2
CHEMBL3648977,CNc1nc(C)c2cc(Br)c(=O)n(CC3CCOC3)c2n1,48.0,nM,=,0.048,PASS,ChEMBL,IC50,YMOGCRAJRORJRN-UHFFFAOYSA-N,353.22000000000014,1.94062,69.04,3
CHEMBL3648978,CNc1nc(C)c2cc(-c3cn[nH]c3)c(=O)n(CC3CCOC3)c2n1,6.0,nM,=,0.006,PASS,ChEMBL,IC50,GYIJGOOAZHHYFF-UHFFFAOYSA-N,340.38700000000017,1.5682199999999997,97.72,4
CHEMBL3648979,CNc1nc(C)c2cc(-c3ccc(OC)nc3)c(=O)n(CC3CCOC3)c2n1,4.6,nM,=,0.0046,PASS,ChEMBL,IC50,TVRCVLINZTZXLC-UHFFFAOYSA-N,381.4360000000002,2.2487199999999996,91.16000000000003,5
CHEMBL3648980,CNc1nc(C)c2cc(-c3cnc4[nH]ccc4c3)c(=O)n(CC3CCOC3)c2n1,1.6,nM,=,0.0016,PASS,ChEMBL,IC50,FLAKGWVUMLAAEC-UHFFFAOYSA-N,390.44700000000023,2.72142,97.72,4
CHEMBL3648981,Cc1nc(N)nc2c1cc(Br)c(=O)n2CC1CCOC1,94.0,nM,=,0.094,PASS,ChEMBL,IC50,MBLMPAHYNYQKNU-UHFFFAOYSA-N,339.19300000000015,1.48112,83.03000000000002,2
CHEMBL3648982,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2CC1CCOC1,14.0,nM,=,0.014,PASS,ChEMBL,IC50,BIBARAHAJHIKNI-UHFFFAOYSA-N,326.3600000000001,1.1087199999999997,111.71,3
CHEMBL3648983,COc1ccc(-c2cc3c(C)nc(N)nc3n(CC3CCOC3)c2=O)cn1,7.7,nM,=,0.0077,PASS,ChEMBL,IC50,PEBGKPBTTPZCCG-UHFFFAOYSA-N,367.40900000000016,1.7892199999999998,105.15000000000002,4
CHEMBL3648984,Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2CC1CCOC1,2.8,nM,=,0.0028,PASS,ChEMBL,IC50,OVFRALSDTFZPRQ-UHFFFAOYSA-N,376.42000000000024,2.26192,111.71,3
CHEMBL3648985,Cc1nc(N)nc2c1cc(Br)c(=O)n2CC1CCCO1,100.0,nM,=,0.1,PASS,ChEMBL,IC50,LPRWBAQTSQZBMK-UHFFFAOYSA-N,339.19300000000015,1.6236199999999998,83.03000000000002,2
CHEMBL3648986,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2CC1CCCO1,22.0,nM,=,0.022,PASS,ChEMBL,IC50,MVKKRXJYFGXCML-UHFFFAOYSA-N,326.3600000000001,1.2512199999999996,111.71,3
CHEMBL3648987,COc1ccc(-c2cc3c(C)nc(N)nc3n(CC3CCCO3)c2=O)cn1,21.0,nM,=,0.021,PASS,ChEMBL,IC50,TWHSKVDBHXNYDV-UHFFFAOYSA-N,367.40900000000016,1.9317199999999997,105.15000000000002,4
CHEMBL3648988,Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2CC1CCCO1,5.4,nM,=,0.0054,PASS,ChEMBL,IC50,FTLUSDJTXDOWEA-UHFFFAOYSA-N,376.42000000000024,2.40442,111.71,3
CHEMBL3648989,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CN(C(=O)OC(C)(C)C)C1,120.0,nM,=,0.12,PASS,ChEMBL,IC50,AOBVUGNSBXNKIU-UHFFFAOYSA-N,397.43900000000025,1.8640199999999998,132.01999999999998,2
CHEMBL3648990,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CN(C(=O)OC(C)(C)C)C3)c2=O)cn1,29.0,nM,=,0.029,PASS,ChEMBL,IC50,AVUFBCPVZPCPIH-UHFFFAOYSA-N,438.4880000000002,2.5445200000000003,125.46000000000002,3
CHEMBL3648991,Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C1CN(C(=O)OC(C)(C)C)C1,38.0,nM,=,0.038,PASS,ChEMBL,IC50,VEWPVJKFGGHDSD-UHFFFAOYSA-N,447.4990000000003,3.017220000000002,132.01999999999998,2
CHEMBL3648992,Cc1nc(N)nc2c1cc(-c1cncc(N)n1)c(=O)n2C1CCCC1,20.0,nM,=,0.02,PASS,ChEMBL,IC50,YMTCQIZKEYSDBK-UHFFFAOYSA-N,337.38700000000017,1.8364199999999995,125.6,2
CHEMBL3648993,Cc1nc(N)nc2c1cc(-c1cccc(Cl)n1)c(=O)n2C1CCCC1,170.0,nM,=,0.17,PASS,ChEMBL,IC50,ZXICMWVHOQEEBU-UHFFFAOYSA-N,355.82900000000024,3.512620000000002,86.69,2
CHEMBL3648994,CNc1nc(C)c2cc(-c3ccc(OC)nc3)c(=O)n(CCC3CC3)c2n1,8.9,nM,=,0.0089,PASS,ChEMBL,IC50,JVZXYEXXWRTVHZ-UHFFFAOYSA-N,365.4370000000002,3.0123200000000017,81.93000000000002,6
CHEMBL3648995,COc1ccc(-c2cc3c(C)nc(N)nc3n(CCC3CC3)c2=O)cn1,11.0,nM,=,0.011,PASS,ChEMBL,IC50,WHCDPTNSCYDFNC-UHFFFAOYSA-N,351.4100000000001,2.5528200000000005,95.92,5
CHEMBL3648996,CNc1nc(C)c2cc(-c3cnn(C)c3)c(=O)n(C3CCCC3)c2n1,39.0,nM,=,0.039,PASS,ChEMBL,IC50,JYWKSRDSMVVVMC-UHFFFAOYSA-N,338.4150000000002,2.6572200000000006,77.63000000000001,3
CHEMBL3648997,Cc1nc(N)nc2c1cc(-c1cnn(C)c1)c(=O)n2C1CCCC1,32.0,nM,=,0.032,PASS,ChEMBL,IC50,UWVNMFMZWBKRHY-UHFFFAOYSA-N,324.38800000000015,2.1977199999999995,91.62,2
CHEMBL3648998,CNc1nc(C)c2cc(-c3cnn(CC(F)F)c3)c(=O)n(C3CCCC3)c2n1,46.0,nM,=,0.046,PASS,ChEMBL,IC50,CKMMWYSNSBEFHH-UHFFFAOYSA-N,388.4220000000002,3.385320000000002,77.63000000000001,5
CHEMBL3648999,Cc1nc(N)nc2c1cc(-c1cnn(CC(F)F)c1)c(=O)n2C1CCCC1,12.0,nM,=,0.012,PASS,ChEMBL,IC50,ICMGUSFUTMZWBU-UHFFFAOYSA-N,374.3950000000002,2.9258200000000016,91.62,4
CHEMBL3649000,COc1ccc(-c2cc3c(C)nc(N)nc3n(CCN)c2=O)cn1,340.0,nM,=,0.34,PASS,ChEMBL,IC50,JRPMSPMSCBZJEK-UHFFFAOYSA-N,326.36,0.7114199999999999,121.94000000000001,4
CHEMBL3649001,CNc1nc(C)c2cc(-c3ccc(OC)nc3)c(=O)n(CCN)c2n1,300.0,nM,=,0.3,PASS,ChEMBL,IC50,WXZLACDUBLZWMX-UHFFFAOYSA-N,340.3870000000001,1.1709199999999995,107.95000000000002,5
CHEMBL3649002,Cc1nc(N)nc2c1cc(-c1cnn(CC(C)(C)O)c1)c(=O)n2C1CCCC1,89.0,nM,=,0.089,PASS,ChEMBL,IC50,AMLADBZMQAZDAL-UHFFFAOYSA-N,382.4680000000002,2.4316200000000006,111.85000000000002,4
CHEMBL3649003,COc1ccc(-c2cc3c(C)nc(N)nc3n(CC(C)C)c2=O)cn1,10.0,nM,=,0.01,PASS,ChEMBL,IC50,DYXQQYIVBKEQMC-UHFFFAOYSA-N,339.39900000000006,2.4087200000000006,95.92,4
CHEMBL3649004,COc1ccc(-c2cc3c(C)nc(N)nc3n(CC3CCOCC3)c2=O)cn1,15.0,nM,=,0.015,PASS,ChEMBL,IC50,YJIXSCDOMBFTQX-UHFFFAOYSA-N,381.4360000000002,2.1793199999999997,105.15000000000002,4
CHEMBL3649005,COc1ccc(-c2cc3c(C)nc(N)nc3n(CC3(F)CCOCC3)c2=O)cn1,18.0,nM,=,0.018,PASS,ChEMBL,IC50,MFBJHDCFUUVEIB-UHFFFAOYSA-N,399.4260000000002,2.27142,105.15000000000002,4
CHEMBL3649006,COc1ccc(-c2cc3c(C)nc(N)nc3n(CC(C)(C)F)c2=O)cn1,30.0,nM,=,0.03,PASS,ChEMBL,IC50,AFDAULPSKXLCAX-UHFFFAOYSA-N,357.38900000000007,2.500820000000001,95.92,4
CHEMBL3649007,CNc1nc(C)c2cc(-c3c[nH]c(C)n3)c(=O)n(C3CCCC3)c2n1,67.0,nM,=,0.067,PASS,ChEMBL,IC50,VTHXLMGKYXMDRD-UHFFFAOYSA-N,338.4150000000002,2.9552400000000016,88.49,3
CHEMBL3649008,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCN(C(=O)OC(C)(C)C)C3)c2=O)cn1,27.0,nM,=,0.027,PASS,ChEMBL,IC50,VRBVFUKBFVVTPZ-UHFFFAOYSA-N,452.51500000000027,2.9346200000000016,125.46000000000002,3
CHEMBL3649009,Cc1nc(N)nc2c1cc(-c1ccc(N3CCCC3)nc1)c(=O)n2[C@H]1CC[C@H](O)CC1,19.0,nM,=,0.019,PASS,ChEMBL,IC50,AHQRMXFHEMSOSW-QAQDUYKDSA-N,420.51700000000017,2.8203200000000006,110.16000000000001,3
CHEMBL3649010,COc1ncc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)cc1F,1.7,nM,=,0.0017,PASS,ChEMBL,IC50,HTSCRPWAPBUQNJ-UHFFFAOYSA-N,369.40000000000015,3.006920000000002,95.91999999999999,3
CHEMBL3649011,COc1ncc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)cn1,2.0,nM,=,0.002,PASS,ChEMBL,IC50,HNEJUXXHBRXUKZ-UHFFFAOYSA-N,352.39800000000014,2.2628200000000005,108.80999999999999,3
CHEMBL3649012,CCc1cccc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)c1,3.1,nM,=,0.0031,PASS,ChEMBL,IC50,BPORGSIWKJAQQV-UHFFFAOYSA-N,348.45000000000016,4.026620000000002,73.8,3
CHEMBL3649013,Cc1cc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)cnc1N(C)C,11.0,nM,=,0.011,PASS,ChEMBL,IC50,GOFSIDFUVFJQQS-UHFFFAOYSA-N,378.48000000000013,3.233640000000002,89.92999999999999,3
CHEMBL3649014,Cc1nc(N)nc2c1cc(-c1ccc(N3CCCC3)nc1)c(=O)n2C1CCCC1,88.0,nM,=,0.088,PASS,ChEMBL,IC50,AFERABYICQULFL-UHFFFAOYSA-N,390.49100000000016,3.4594200000000024,89.93,3
CHEMBL3649015,COc1ncc(-c2cc3c(C)nc(N)nc3n(C3CCOCC3)c2=O)cn1,45.0,nM,=,0.045,PASS,ChEMBL,IC50,TZMOTMMMNIITML-UHFFFAOYSA-N,368.39700000000016,1.4992199999999998,118.04,3
CHEMBL3639478,Cc1nc(N)nc2c1cc(-c1cccc(CO)c1)c(=O)n2C1CCOCC1,3.9,nM,=,0.0039,PASS,ChEMBL,IC50,RZOVMADNRJFLDO-UHFFFAOYSA-N,366.4210000000002,2.19292,103.26,3
CHEMBL3649016,Cc1nc(N)nc2c1cc(-c1ccc3c(c1)OCCO3)c(=O)n2[C@H]1CC[C@H](O)CC1,4.0,nM,=,0.004,PASS,ChEMBL,IC50,JWSHRTLBVPHIIM-SHTZXODSSA-N,408.4580000000002,2.5963200000000004,112.49000000000002,2
CHEMBL3649017,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)cc1F,15.0,nM,=,0.015,PASS,ChEMBL,IC50,WAWYTTSOMZIFNS-UHFFFAOYSA-N,368.41200000000015,3.6119200000000022,83.03,3
CHEMBL3649018,COc1ncc(-c2cc3c(C)nc(N)nc3n(C3CCOCC3)c2=O)cc1F,1.43,nM,=,0.0014299999999999,PASS,ChEMBL,IC50,JMQRVKSTNHIKTJ-UHFFFAOYSA-N,385.39900000000017,2.2433199999999998,105.15,3
CHEMBL3649019,COc1ncc(-c2cc3c(C)nc(N)nc3n(C(C)C)c2=O)cn1,2.2,nM,=,0.0022,PASS,ChEMBL,IC50,MCNONSMQRZNVDL-UHFFFAOYSA-N,326.36000000000007,1.7286199999999996,108.80999999999999,3
CHEMBL3649020,Cc1nc(N)nc2c1cc(-c1cnc(=O)[nH]c1)c(=O)n2C(C)C,300.0,nM,=,0.3,PASS,ChEMBL,IC50,MASZVOUWNBDWFU-UHFFFAOYSA-N,312.333,1.0133199999999998,119.54999999999998,2
CHEMBL3652244,Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@H](O)CC1,8.2,nM,=,0.0081999999999999,PASS,ChEMBL,IC50,NQURIIVRANLTAP-QAQDUYKDSA-N,401.47000000000025,3.3733200000000014,106.92,2
CHEMBL3652245,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](O)CC3)c2=O)cn1,4.4,nM,=,0.0044,PASS,ChEMBL,IC50,WBWCFWPHCCLMJT-BETUJISGSA-N,382.42400000000015,1.6237199999999998,129.04000000000002,3
CHEMBL3652246,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](O)CC3)c2=O)cn1,2.3,nM,=,0.0023,PASS,ChEMBL,IC50,WBWCFWPHCCLMJT-JOCQHMNTSA-N,382.42400000000015,1.6237199999999998,129.04000000000002,3
CHEMBL3652247,CNc1nc(C)c2cc(-c3ccc(OC)nc3)c(=O)n([C@H]3CC[C@H](O)CC3)c2n1,1.8,nM,=,0.0018,PASS,ChEMBL,IC50,IRUDZRRJNDDVLC-SHTZXODSSA-N,395.4630000000002,2.6882200000000003,102.16000000000003,4
CHEMBL3652248,CCNc1nc(C)c2cc(-c3cnc(OC)c(F)c3)c(=O)n([C@H]3CC[C@H](O)CC3)c2n1,0.788,nM,=,0.000788,PASS,ChEMBL,IC50,JIIFDLQQKZASJU-SHTZXODSSA-N,427.48000000000025,3.2174200000000015,102.16000000000003,5
CHEMBL3652249,CCNc1nc(C)c2cc(-c3cnc(OC)nc3)c(=O)n([C@H]3CC[C@H](O)CC3)c2n1,1.59,nM,=,0.00159,PASS,ChEMBL,IC50,QPIXMJZVIJYFKU-SHTZXODSSA-N,410.47800000000024,2.47332,115.05000000000001,5
CHEMBL3652251,Cc1nc(N)nc2c1cc(C(=O)Nc1cc[nH]n1)c(=O)n2C(C)C,2.9,nM,=,0.0029,PASS,ChEMBL,IC50,FWILAFBSYLISCN-UHFFFAOYSA-N,327.34800000000007,1.2384199999999996,131.58,3
CHEMBL3652252,CCn1nccc1NC(=O)c1cc2c(C)nc(N)nc2n(C(C)C)c1=O,3.9,nM,=,0.0039,PASS,ChEMBL,IC50,KFWMEJZHEAZFMS-UHFFFAOYSA-N,355.4020000000001,1.7317200000000001,120.72,4
CHEMBL3652253,CCn1cc(CNC(=O)c2cc3c(C)nc(NC)nc3n(C3CCCC3)c2=O)cn1,1200.0,nM,=,1.2,PASS,ChEMBL,IC50,HKEYODYWKVJZML-UHFFFAOYSA-N,409.49400000000026,2.4031200000000004,106.73,6
CHEMBL3652254,CNc1nc(C)c2cc(C(=O)Nc3ccccn3)c(=O)n(C3CCCC3)c2n1,17.0,nM,=,0.017,PASS,ChEMBL,IC50,SPZLNUYSXWJTDI-UHFFFAOYSA-N,378.4360000000002,2.904020000000001,101.8,4
CHEMBL3652255,CNc1nc(C)c2cc(C(=O)Nc3ccon3)c(=O)n(C3CCCC3)c2n1,5.0,nM,=,0.005,PASS,ChEMBL,IC50,MOWFUTLFKBZDFZ-UHFFFAOYSA-N,368.3970000000002,2.49702,114.94000000000001,4
CHEMBL3652256,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,2.2,nM,=,0.0022,PASS,ChEMBL,IC50,PDCGXSKEKLYDRP-SHTZXODSSA-N,426.47700000000026,1.6403199999999998,138.26999999999998,6
CHEMBL3652257,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cc1F,1.44,nM,=,0.0014399999999999,PASS,ChEMBL,IC50,WOMVHFKOGGCXMG-SHTZXODSSA-N,443.47900000000027,2.3844200000000004,125.38,6
CHEMBL3652258,Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@H](OCCO)CC1,17.6,nM,=,0.0176,PASS,ChEMBL,IC50,OHDMKRUUAMWKJE-WGSAOQKQSA-N,445.52300000000037,3.389920000000002,116.15,5
CHEMBL3652259,Cc1nc(N)nc2c1cc(-c1c[nH]cn1)c(=O)n2[C@H]1CC[C@H](OCCO)CC1,7.58,nM,=,0.00758,PASS,ChEMBL,IC50,HZXUYJXOTIXUAB-JOCQHMNTSA-N,384.4400000000003,1.5648199999999992,131.94000000000003,5
CHEMBL3652260,Cc1nc(N)nc2c1cc(Br)c(=O)n2[C@H]1CC[C@H](OCCO)CC1,55.2,nM,=,0.0552,PASS,ChEMBL,IC50,LPJUKWATMDFWDN-XYPYZODXSA-N,397.27300000000025,1.9372199999999997,103.26000000000002,4
CHEMBL3652261,Cc1nc(N)nc2c1cc(-c1ccc(N(C)C)nc1)c(=O)n2[C@H]1CC[C@H](OCCO)CC1,9.28,nM,=,0.00928,PASS,ChEMBL,IC50,KMYHNHSRXMFXAJ-QAQDUYKDSA-N,438.5320000000003,2.30272,119.39000000000001,6
CHEMBL3652262,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCCO)CC3)c2=O)cn1,5.31,nM,=,0.00531,PASS,ChEMBL,IC50,PDCGXSKEKLYDRP-GASCZTMLSA-N,426.47700000000026,1.6403199999999998,138.26999999999998,6
CHEMBL3652263,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCCO)CC3)c2=O)cc1F,2.6,nM,=,0.0026,PASS,ChEMBL,IC50,WOMVHFKOGGCXMG-GASCZTMLSA-N,443.47900000000027,2.3844200000000004,125.38,6
CHEMBL3652264,Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@@H](OCCO)CC1,52.9,nM,=,0.0528999999999999,PASS,ChEMBL,IC50,OHDMKRUUAMWKJE-KDURUIRLSA-N,445.52300000000037,3.389920000000002,116.15,5
CHEMBL3652265,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2[C@H]1CC[C@@H](OCCO)CC1,29.7,nM,=,0.0297,PASS,ChEMBL,IC50,UAADDCZXGPRVQO-OKILXGFUSA-N,384.4400000000003,1.5648199999999992,131.94,5
CHEMBL3652267,Cc1nc(N)nc2c1cc(-c1cc[nH]n1)c(=O)n2[C@H]1CC[C@H](OCCO)CC1,14.6,nM,=,0.0146,PASS,ChEMBL,IC50,GPUZESZBHMOJPX-JOCQHMNTSA-N,384.4400000000003,1.5648199999999992,131.94000000000003,5
CHEMBL3652268,Cc1nc(N)nc2c1cc(-c1cnn(C)c1)c(=O)n2[C@H]1CC[C@H](OCCO)CC1,22.3,nM,=,0.0223,PASS,ChEMBL,IC50,BPRLASJBTWVPSB-SHTZXODSSA-N,398.46700000000027,1.5752199999999992,121.08000000000001,5
CHEMBL2375959,Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@@H](OCC(N)=O)CC1,17.7,nM,=,0.0177,PASS,ChEMBL,IC50,GRHRLQVZBUMCGW-HDICACEKSA-N,458.5220000000004,2.8829200000000004,139.01,5
CHEMBL2375953,Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@H](OCC(N)=O)CC1,11.3,nM,=,0.0113,PASS,ChEMBL,IC50,GRHRLQVZBUMCGW-IYARVYRRSA-N,458.5220000000004,2.8829200000000004,139.01,5
CHEMBL3652269,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3C[C@H](OCCO)C3)c2=O)cn1,10.2,nM,=,0.0101999999999999,PASS,ChEMBL,IC50,KEANLVNTCDMYDG-HDJSIYSDSA-N,397.4350000000002,1.46512,125.38000000000001,6
CHEMBL3652270,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3C[C@H](OCCO)C3)c2=O)cc1F,3.11,nM,=,0.00311,PASS,ChEMBL,IC50,MQYKSHFHKJXVCJ-JOCQHMNTSA-N,415.4250000000002,1.6042199999999998,125.38,6
CHEMBL3652271,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3C[C@H](OCCO)C3)c2=O)cn1,6.65,nM,=,0.00665,PASS,ChEMBL,IC50,ISROHHNFTMLKES-JOCQHMNTSA-N,398.4230000000002,0.8601199999999998,138.26999999999998,6
CHEMBL3640925,CCc1ncnc(-c2ccc(C(C)(C)C#N)cc2)c1C#Cc1ccc(N)nc1,26.0,nM,=,0.026,PASS,ChEMBL,IC50,NTFJEPLWCCMZBK-UHFFFAOYSA-N,367.45600000000013,3.8841800000000015,88.48,3
CHEMBL3640926,Cc1ncnc(-c2ccc(C(C)(C)C#N)cc2)c1C#Cc1ccc(N)nc1,24.0,nM,=,0.024,PASS,ChEMBL,IC50,KZIMQQPJGWOZSS-UHFFFAOYSA-N,353.4290000000001,3.630200000000001,88.48,2
CHEMBL3640927,CCc1cc(-c2ncnc(CC)c2C#Cc2ccc(N)nc2)ccn1,40.0,nM,=,0.04,PASS,ChEMBL,IC50,ZWLKPZBIOVYSKF-UHFFFAOYSA-N,329.407,3.040400000000001,77.58,3
CHEMBL3640928,CCc1ncnc(-c2cc(C)nc(C)c2)c1C#Cc1ccc(N)nc1,29.0,nM,=,0.029,PASS,ChEMBL,IC50,ITAPHKIBLBNPGZ-UHFFFAOYSA-N,329.40700000000004,3.0948400000000005,77.58,2
CHEMBL3640929,CNC(=O)c1ccc(-c2ncnc(C)c2C#Cc2ccc(N)nc2)cc1Cl,50.0,nM,=,0.05,PASS,ChEMBL,IC50,SLARSYPNIOMVRE-UHFFFAOYSA-N,377.83500000000004,2.8420200000000007,93.79,2
CHEMBL3640930,Cc1ncnc(-c2ccc(C(=O)N(C)C)cc2)c1C#Cc1ccc(N)nc1,86.0,nM,=,0.086,PASS,ChEMBL,IC50,SQJXTCFLMHRWSO-UHFFFAOYSA-N,357.4170000000001,2.5308200000000003,85.0,2
CHEMBL3640931,Cc1ncnc(-c2ccccc2)c1C#Cc1ccc(N)nc1,39.0,nM,=,0.039,PASS,ChEMBL,IC50,XLORDGDRIZUVTR-UHFFFAOYSA-N,286.338,2.8290200000000008,64.69,1
CHEMBL3640932,Cc1ncnc(-c2ccc(S(C)(=O)=O)cc2)c1C#Cc1ccc(N)nc1,65.0,nM,=,0.065,PASS,ChEMBL,IC50,HNYLNYTXRPDFRA-UHFFFAOYSA-N,364.4300000000001,2.23252,98.83,2
CHEMBL3640933,Cc1ncnc(-c2ccc(F)c(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,254.0,nM,=,0.254,PASS,ChEMBL,IC50,ZSIMXZKGXNIYSB-UHFFFAOYSA-N,375.4070000000001,2.6699200000000003,85.0,2
CHEMBL3640934,Cc1ncnc(-c2cccc(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,401.0,nM,=,0.401,PASS,ChEMBL,IC50,MDZQDTZKPGHJRF-UHFFFAOYSA-N,357.4170000000001,2.5308200000000003,85.0,2
