Original_ID,SMILES,standard_value,standard_units,relation,Activity_uM,Filter_Status,Source,Activity_Type,InChIKey
CHEMBL409251,CCCCN(C)/C=C1/C(=O)O[C@H](COC)[C@]2(C)C3=C(C(=O)C(=O)C12)[C@@H]1CC[C@H](O)[C@@]1(C)C[C@H]3OC(C)=O,635.0,nM,=,0.635,PASS,ChEMBL,IC50,YYUCQNMXKPSTCQ-HBMVUJRWSA-N
CHEMBL272190,COC[C@H]1OC(=O)C(C=NC(C)(C)C)=C2C(=O)C(=O)C3C4CC[C@H](O)[C@@]4(C)C[C@@H](OC(C)=O)C3[C@]21C,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,SPQPWHWZGCRFFS-UJSXQQLJSA-N
CHEMBL270746,COC[C@H]1OC(=O)/C(=C/N(C)C(C)(C)C)C2C(=O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,440.0,nM,=,0.44,PASS,ChEMBL,IC50,WSPMGQQQSDEUII-NSQGKKHLSA-N
CHEMBL271190,COC[C@H]1OC(=O)/C(=C/N(CCO)C(C)(C)C)C2C(=O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,1110.0,nM,=,1.11,PASS,ChEMBL,IC50,HWTOZSNIEPAMKL-SUJAJMARSA-N
CHEMBL271191,CCN=CC1=C2C(=O)C(=O)C3C4CC[C@H](O)[C@@]4(C)C[C@@H](OC(C)=O)C3[C@@]2(C)[C@@H](COC)OC1=O,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,QLJWYHRAKPEVPN-OCKRLULZSA-N
CHEMBL406655,CCN(/C=C1/C(=O)O[C@H](COC)[C@]2(C)C3=C(C(=O)C(=O)C12)[C@@H]1CC[C@H](O)[C@@]1(C)C[C@H]3O)CC,7850.0,nM,=,7.85,PASS,ChEMBL,IC50,WZOOVXIFARIEEI-SOIFYNKISA-N
CHEMBL257371,COc1ccc2c(Sc3ccc([N+](=O)[O-])cc3)c3ccoc3nc2c1,4000.0,nM,=,4.0,PASS,ChEMBL,IC50,DLNXNKRVKJHRQD-UHFFFAOYSA-N
CHEMBL462168,COc1cc2nccc(Oc3ccc4c(NC(=O)c5cccc(C(F)(F)F)c5)nn(C)c4c3)c2cc1OC,3250.0,nM,=,3.25,PASS,ChEMBL,IC50,VCBGNDQGKNIBBK-UHFFFAOYSA-N
CHEMBL496332,COCC(O)Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,243.0,nM,=,0.243,PASS,ChEMBL,IC50,DDNDFDDGMCJGHM-UHFFFAOYSA-N
CHEMBL490428,Cc1ccc(Nc2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,24.0,nM,=,0.024,PASS,ChEMBL,IC50,YTFVFLULFAFNTO-UHFFFAOYSA-N
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,3.0,nM,=,0.003,PASS,ChEMBL,IC50,LHNIIDJUOCFXAP-UHFFFAOYSA-N
CHEMBL493090,CN1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,44.0,nM,=,0.044,PASS,ChEMBL,IC50,XXHROJHHXVCFML-UHFFFAOYSA-N
CHEMBL493296,c1cc2nc(-c3ccc4c[nH]nc4c3)nc(N3CCOCC3)c2s1,2450.0,nM,=,2.45,PASS,ChEMBL,IC50,UXVQKIONVNQABP-UHFFFAOYSA-N
CHEMBL494921,c1cc(-c2nc(N3CCOCC3)c3sccc3n2)c2c[nH]nc2c1,102.0,nM,=,0.102,PASS,ChEMBL,IC50,GXJBABITGPOFCK-UHFFFAOYSA-N
CHEMBL522031,OCCN1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,7.0,nM,=,0.007,PASS,ChEMBL,IC50,PFNYDAIJXABZEY-UHFFFAOYSA-N
CHEMBL523379,CN1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,10.0,nM,=,0.01,PASS,ChEMBL,IC50,OKWPNODGKOTLAT-UHFFFAOYSA-N
CHEMBL493290,COCCN(C)Cc1cc2nc(-c3cccc(O)c3)nc(N3CCOCC3)c2s1,4.0,nM,=,0.004,PASS,ChEMBL,IC50,HAUSIZJQROQUOS-UHFFFAOYSA-N
CHEMBL493289,CN(C)Cc1cc2nc(-c3cccc(O)c3)nc(N3CCOCC3)c2s1,3.0,nM,=,0.003,PASS,ChEMBL,IC50,VHSCMHRRZRZLFR-UHFFFAOYSA-N
CHEMBL493084,Cc1csc2c(N3CCOCC3)nc(-c3cccc(O)c3)nc12,21.0,nM,=,0.021,PASS,ChEMBL,IC50,GQNBJVKYFWNUJB-UHFFFAOYSA-N
CHEMBL493083,Cc1cc2nc(-c3cccc(O)c3)nc(N3CCOCC3)c2s1,6.0,nM,=,0.006,PASS,ChEMBL,IC50,IAAWZHBLOYYROY-UHFFFAOYSA-N
CHEMBL492251,COc1ccc(-c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,KPDRLZMGHJWHQC-UHFFFAOYSA-N
CHEMBL472084,Cc1cc(F)ccc1OCc1cc(C(O)=NO)cc(N2CCOCC2)n1,10000.0,nM,>=,10.0,PASS,ChEMBL,IC50,JJTTYSKPHJJDFZ-UHFFFAOYSA-N
CHEMBL472085,Cc1cc(F)ccc1OCc1cc(C(N)=O)cc(N2CCOCC2)n1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,NVHHPSXYWLJSOC-UHFFFAOYSA-N
CHEMBL469565,Cc1cc(F)ccc1OCc1cc(C(=O)O)cc(N2CCOCC2)n1,7000.0,nM,=,7.0,PASS,ChEMBL,IC50,VQBFRRZTUCYEPI-UHFFFAOYSA-N
CHEMBL469796,Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(N2CCOCC2)n1,5000.0,nM,=,5.0,PASS,ChEMBL,IC50,DKOFZQCMEMOEEJ-UHFFFAOYSA-N
CHEMBL489058,CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,OYAMULIHRWEUAR-GQCTYLIASA-N
CHEMBL514869,CC1(C)CNC(=O)c2sc(N3CCOC[C@@H]3Cc3c[nH]c4ccccc34)nc2C1,199.0,nM,=,0.199,PASS,ChEMBL,IC50,ZCCMLCRXWWFYEG-HNNXBMFYSA-N
CHEMBL469099,CC1(C)CC(=O)c2sc(N3CCOCC3)nc2C1,975.0,nM,=,0.975,PASS,ChEMBL,IC50,DZXMARZBAUMWLK-UHFFFAOYSA-N
CHEMBL478633,CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3csc4ccccc34)nc2C1,125.0,nM,=,0.125,PASS,ChEMBL,IC50,VJRVFMBXYXSIMM-HNNXBMFYSA-N
CHEMBL478425,CC1(C)CC(=O)c2sc(N3CCOCC3Cc3c[nH]c4ncccc34)nc2C1,107.0,nM,=,0.107,PASS,ChEMBL,IC50,OJXSZLNOLWCHSV-UHFFFAOYSA-N
CHEMBL513924,CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3c[nH]c4ccccc34)nc2C1,51.0,nM,=,0.051,PASS,ChEMBL,IC50,UPQKAJYEZWCPJY-HNNXBMFYSA-N
CHEMBL514061,CC1(C)CC(=O)c2sc(N3CCOC[C@H]3Cc3c[nH]c4ccccc34)nc2C1,2555.0,nM,=,2.555,PASS,ChEMBL,IC50,UPQKAJYEZWCPJY-OAHLLOKOSA-N
CHEMBL476953,CC1(C)CC(=O)c2sc(N3CCOCC3Cc3ccc4ccccc4c3)nc2C1,3492.0,nM,=,3.492,PASS,ChEMBL,IC50,VEYMNDZFLDNZST-UHFFFAOYSA-N
CHEMBL477999,CC1(C)CC(=O)c2sc(N3CCOCC3Cc3cccc4ccccc34)nc2C1,229.0,nM,=,0.229,PASS,ChEMBL,IC50,ZVNRYRQQVKJSFS-UHFFFAOYSA-N
CHEMBL453232,CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3ccccc3)nc2C1,833.0,nM,=,0.833,PASS,ChEMBL,IC50,MXZMBQXJWFWHNJ-HNNXBMFYSA-N
CHEMBL469052,O=C1CC2(CCCCC2)Cc2nc(N3CCOCC3)sc21,1900.0,nM,=,1.9,PASS,ChEMBL,IC50,ZIOTVWCDRNZWHJ-UHFFFAOYSA-N
CHEMBL512293,O=C1CC2(CCCC2)Cc2nc(N3CCOCC3)sc21,2429.0,nM,=,2.429,PASS,ChEMBL,IC50,NUNXFCGNDBTKTN-UHFFFAOYSA-N
CHEMBL466962,O=C1CCCc2nc(N3CCOCC3)sc21,8063.0,nM,=,8.063,PASS,ChEMBL,IC50,KMKJCACZZADDPZ-UHFFFAOYSA-N
CHEMBL466106,CCCC1CC(=O)c2sc(N3CCOCC3)nc2C1,8393.0,nM,=,8.393,PASS,ChEMBL,IC50,AOSUHMQSUDRPGF-UHFFFAOYSA-N
CHEMBL466956,CC1CC(=O)c2sc(N3CCOCC3)nc2C1,2494.0,nM,=,2.494,PASS,ChEMBL,IC50,OKTZOAOKSODUOB-UHFFFAOYSA-N
CHEMBL504715,COC[C@H]1OC(=O)C(C=NCCCCC(NC(C)=O)C(=O)O)=C2C(=O)C(=O)C3C([C@H](OC(C)=O)C[C@]4(C)C(=O)CCC34)[C@]21C,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,PRVFNMRXLVGVPK-NGXUBQPCSA-N
CHEMBL512987,COC[C@H]1OC(=O)C(C=NCCCCC(=O)O)=C2C(=O)C(=O)C3C([C@H](OC(C)=O)C[C@]4(C)C(=O)CCC34)[C@]21C,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,OVXOKWFGHOHCKJ-CSQIYNJSSA-N
CHEMBL511431,COC[C@H]1OC(=O)/C(=C\N2CCCC2C(=O)O)C2C(=O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,105.0,nM,=,0.105,PASS,ChEMBL,IC50,GFAIWNPINUPOOH-LBVRGUOASA-N
CHEMBL449623,COC[C@H]1OC(=O)/C(=C\N(C)CCCCCC(=O)O)C2C(=O)C(=O)C3=C([C@H](OC(=O)CCCCN(C)c4ccc([N+](=O)[O-])c5nonc45)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,174.0,nM,=,0.174,PASS,ChEMBL,IC50,BKBFEYQSBATJQH-VKGDDXLASA-N
CHEMBL451905,COC[C@H]1OC(=O)/C(=C\N(C)CCCCCC(=O)O)C2C(=O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,128.0,nM,=,0.128,PASS,ChEMBL,IC50,BGDOHHVJOAEBAF-JJUIQQJXSA-N
CHEMBL501683,COC[C@H]1OC(=O)/C(=C\N(C)c2ccncc2)C2C(=O)C(=O)C3=C([C@H](OC(=O)CCCCN(C)c4ccc([N+](=O)[O-])c5nonc45)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,262.0,nM,=,0.262,PASS,ChEMBL,IC50,YRVYBSDFEVBSOK-LATKKFRFSA-N
CHEMBL511922,COC[C@H]1OC(=O)/C(=C\N(C)c2ccncc2)C2C(=O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,119.0,nM,=,0.119,PASS,ChEMBL,IC50,LWILPBXXVYIBTC-PQMFGFCESA-N
CHEMBL446470,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(=O)CCCCN(C)c1ccc([N+](=O)[O-])c2nonc12,24.2,nM,=,0.0242,PASS,ChEMBL,IC50,MMMWOFHCYYOIHW-CGBAXLNESA-N
CHEMBL450722,COC[C@H]1OC(=O)C(C=NCCCCCC(=O)O)=C2C(=O)C(=O)C3C([C@H](OC(=O)CCCCN(C)c4ccc([N+](=O)[O-])c5nonc45)C[C@]4(C)C(=O)CCC34)[C@]21C,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,XHYDGMJKKDBMKM-HONUBUJISA-N
CHEMBL469200,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccccc5)cc43)nc2C1,2666.0,nM,=,2.666,PASS,ChEMBL,IC50,HIKQLXGUPAZZHU-UHFFFAOYSA-N
CHEMBL469035,CC1(C)CC(=O)c2sc(N3CCOc4ccc(Br)cc43)nc2C1,1972.0,nM,=,1.972,PASS,ChEMBL,IC50,KRMSTQATIGSFSK-UHFFFAOYSA-N
CHEMBL453240,CC1(C)Cc2nc(N3CCOc4ccc(Br)cc43)sc2C(=O)N1,1108.0,nM,=,1.108,PASS,ChEMBL,IC50,HPDNQXLEZHOICG-UHFFFAOYSA-N
CHEMBL467966,Cc1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,1812.0,nM,=,1.812,PASS,ChEMBL,IC50,SETXDASHBJZBLY-UHFFFAOYSA-N
CHEMBL512624,COc1ccc2c(c1)OCCN2c1nc2c(s1)C(=O)NC(C)(C)C2,1131.0,nM,=,1.131,PASS,ChEMBL,IC50,OZAAVQWLEMGVJP-UHFFFAOYSA-N
CHEMBL504616,Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,294.0,nM,=,0.294,PASS,ChEMBL,IC50,DOXMXCDQRVNCQX-UHFFFAOYSA-N
CHEMBL512440,Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,295.0,nM,=,0.295,PASS,ChEMBL,IC50,WGINENHXAFXAQX-UHFFFAOYSA-N
CHEMBL467561,Cn1ccnc1-c1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,2900.0,nM,=,2.9,PASS,ChEMBL,IC50,FUBTZUIWWYCJRU-UHFFFAOYSA-N
CHEMBL467395,Cc1nc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)c[nH]1,636.0,nM,=,0.636,PASS,ChEMBL,IC50,KLKZGMKQDCBAEI-UHFFFAOYSA-N
CHEMBL511228,CC1(C)Cc2nc(N3CCOc4ccc(-c5cc[nH]n5)cc43)sc2C(=O)N1,917.0,nM,=,0.917,PASS,ChEMBL,IC50,XBYNTSRJEKQLDL-UHFFFAOYSA-N
CHEMBL467394,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cn[nH]c5)cc43)nc2C1,188.0,nM,=,0.188,PASS,ChEMBL,IC50,FGYFHSJPCQLYOA-UHFFFAOYSA-N
CHEMBL512092,CC1(C)Cc2nc(N3CCOc4ccc(-c5cn[nH]c5)cc43)sc2C(=O)N1,89.0,nM,=,0.089,PASS,ChEMBL,IC50,KKPQTTPNOXAYBC-UHFFFAOYSA-N
CHEMBL467553,CC1(C)Cc2nc(N3CCOc4ccc(-c5c[nH]cn5)cc43)sc2C(=O)N1,736.0,nM,=,0.736,PASS,ChEMBL,IC50,HBJZRQDTIYSMSW-UHFFFAOYSA-N
CHEMBL469209,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,738.0,nM,=,0.738,PASS,ChEMBL,IC50,LAZUCJLOPZYGSL-UHFFFAOYSA-N
CHEMBL469208,CC1(C)Cc2nc(N3CCOc4ccc(-c5ncccn5)cc43)sc2C(=O)N1,791.0,nM,=,0.791,PASS,ChEMBL,IC50,IXHVRQYFTXKBPO-UHFFFAOYSA-N
CHEMBL512834,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,164.0,nM,=,0.164,PASS,ChEMBL,IC50,RQMVABRSLSHVJK-UHFFFAOYSA-N
CHEMBL469202,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,116.0,nM,=,0.116,PASS,ChEMBL,IC50,MQJXZZFGKUKOGM-UHFFFAOYSA-N
CHEMBL512650,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccncc5)cc43)nc2C1,825.0,nM,=,0.825,PASS,ChEMBL,IC50,CSVNYONOZAMJIM-UHFFFAOYSA-N
CHEMBL512648,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cccnc5)cc43)nc2C1,172.0,nM,=,0.172,PASS,ChEMBL,IC50,SSYKRJYEFUGKFI-UHFFFAOYSA-N
CHEMBL469194,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccccn5)cc43)nc2C1,677.0,nM,=,0.677,PASS,ChEMBL,IC50,YJJNJCWCKBJAJY-UHFFFAOYSA-N
CHEMBL512815,CC1(C)CC(=O)c2sc(N3CCOc4cc(Br)ccc43)nc2C1,2847.0,nM,=,2.847,PASS,ChEMBL,IC50,LTVKSUQPGSAPPF-UHFFFAOYSA-N
CHEMBL469201,CC1(C)CC(=O)c2sc(N3CCOc4ccccc43)nc2C1,676.0,nM,=,0.676,PASS,ChEMBL,IC50,KZTBGYKYLDTCHP-UHFFFAOYSA-N
CHEMBL449049,CC1(C)Cc2nc(N3CCOCC3)sc2C(=O)N1,2372.0,nM,=,2.372,PASS,ChEMBL,IC50,SMHUTYZXTOZRFZ-UHFFFAOYSA-N
CHEMBL517163,COc1cc2c(cc1Nc1nc(Nc3cccc4c3C(=O)NC4)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,0.8,nM,=,0.0008,PASS,ChEMBL,IC50,KTQGBACJIGNCAB-UHFFFAOYSA-N
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,UJLAWZDWDVHWOW-YPMHNXCESA-N
CHEMBL550286,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)c1,47.0,nM,=,0.047,PASS,ChEMBL,IC50,VAOSXQKPRPFALK-UHFFFAOYSA-N
CHEMBL561844,CC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,404.0,nM,=,0.404,PASS,ChEMBL,IC50,HEIFZPPVVBPBQN-UHFFFAOYSA-N
CHEMBL557895,CC(=O)Nc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,2005.0,nM,=,2.005,PASS,ChEMBL,IC50,VRRXJIFGRFWALI-UHFFFAOYSA-N
CHEMBL561103,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,801.0,nM,=,0.801,PASS,ChEMBL,IC50,VDOCQQKGPJENHJ-UHFFFAOYSA-N
CHEMBL562165,CCOC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,631.0,nM,=,0.631,PASS,ChEMBL,IC50,VFFFBCOSXJNTAY-UHFFFAOYSA-N
CHEMBL552532,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1)OCCO,284.0,nM,=,0.284,PASS,ChEMBL,IC50,DAYJDLKGFSGOQF-UHFFFAOYSA-N
CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,41.0,nM,=,0.041,PASS,ChEMBL,IC50,YWWSGKYAMVMIMB-UHFFFAOYSA-N
CHEMBL551442,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCNCC4)c3n2)cc1,23.0,nM,=,0.023,PASS,ChEMBL,IC50,BCTJBMRLXUOXJQ-UHFFFAOYSA-N
CHEMBL550972,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,14.0,nM,=,0.014,PASS,ChEMBL,IC50,YWWJGAYIUGBLMJ-UHFFFAOYSA-N
CHEMBL564099,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C)CC4)c3n2)cc1,211.0,nM,=,0.211,PASS,ChEMBL,IC50,GFDHDIYLLBVZPF-UHFFFAOYSA-N
CHEMBL562365,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(C)=O)CC4)c3n2)cc1,225.0,nM,=,0.225,PASS,ChEMBL,IC50,NNYPLMSOAFZNTE-UHFFFAOYSA-N
CHEMBL558288,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)NC)CC4)c3n2)cc1,149.0,nM,=,0.149,PASS,ChEMBL,IC50,IYBMOXXTNOCCOV-UHFFFAOYSA-N
CHEMBL562439,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)N(C)C)CC4)c3n2)cc1,209.0,nM,=,0.209,PASS,ChEMBL,IC50,VGMKYCYGESGMRO-UHFFFAOYSA-N
CHEMBL563985,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,100.0,nM,=,0.1,PASS,ChEMBL,IC50,HRGYHCLHXQJDHS-UHFFFAOYSA-N
CHEMBL540695,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)c5cccnc5)CC4)c3n2)cc1,548.0,nM,=,0.548,PASS,ChEMBL,IC50,HLHOHTNONYACFD-UHFFFAOYSA-N
CHEMBL561708,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,1026.0,nM,=,1.026,PASS,ChEMBL,IC50,IMXHGCRIEAKIBU-UHFFFAOYSA-N
CHEMBL564404,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)OCCO)cc4)nc32)CC1,681.0,nM,=,0.681,PASS,ChEMBL,IC50,SLESJLZOADSRKF-UHFFFAOYSA-N
CHEMBL558486,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,490.0,nM,=,0.49,PASS,ChEMBL,IC50,DCWBQVATVGTHLS-UHFFFAOYSA-N
CHEMBL561907,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,505.0,nM,=,0.505,PASS,ChEMBL,IC50,DDTZRQUKUGXHGI-UHFFFAOYSA-N
CHEMBL562999,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,661.0,nM,=,0.661,PASS,ChEMBL,IC50,NQNFBVOZVJAWSQ-UHFFFAOYSA-N
CHEMBL538378,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,35.0,nM,=,0.035,PASS,ChEMBL,IC50,LWXZJXVFHWPDBG-UHFFFAOYSA-N
CHEMBL557963,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,18.0,nM,=,0.018,PASS,ChEMBL,IC50,PNVCJWPREJZASR-UHFFFAOYSA-N
CHEMBL556947,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(N6CCN(C)CC6)cc5)cc4)nc32)CC1,15.0,nM,=,0.015,PASS,ChEMBL,IC50,UDRFVTDJBQKEAH-UHFFFAOYSA-N
CHEMBL558955,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CO)cc5)cc4)nc32)CC1,6.0,nM,=,0.006,PASS,ChEMBL,IC50,DLIGFKRUAOAIBA-UHFFFAOYSA-N
CHEMBL565061,CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,YCAVTOUTYRMOGQ-UHFFFAOYSA-N
CHEMBL549959,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2O)CCC4=O,1.0,nM,=,0.001,PASS,ChEMBL,IC50,SWJBYJJNDIXFSA-KUHUBIRLSA-N
CHEMBL563654,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2OC(=O)CCC(=O)O)CCC4=O,20.0,nM,=,0.02,PASS,ChEMBL,IC50,BOVHHQURIUJAOR-MWTRTKDXSA-N
CHEMBL563316,C[C@@]12c3ccc4c(c3C(=O)C(=O)C1C(C=NCC(=O)O)C(=O)C[C@H]2OC(=O)CCC(=O)O)CCC4=O,44.0,nM,=,0.044,PASS,ChEMBL,IC50,MYXKCAGZGWAOEC-SHLHMQMISA-N
CHEMBL584362,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCNCC4)c3n2)c1,36.0,nM,=,0.036,PASS,ChEMBL,IC50,WCZSBHYATWRXOI-UHFFFAOYSA-N
CHEMBL572956,CC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,69.0,nM,=,0.069,PASS,ChEMBL,IC50,HJXUNYAALNBZSU-UHFFFAOYSA-N
CHEMBL575710,O=C(c1ccccc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,50.0,nM,=,0.05,PASS,ChEMBL,IC50,AOIQRIAWTIYQBH-UHFFFAOYSA-N
CHEMBL575501,O=C(c1cccnc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,86.0,nM,=,0.086,PASS,ChEMBL,IC50,KBDGNZKHGIJJRT-UHFFFAOYSA-N
CHEMBL574207,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,31.0,nM,=,0.031,PASS,ChEMBL,IC50,KSIUPYTYTKLWOL-UHFFFAOYSA-N
CHEMBL574672,Oc1ccccc1-c1nc(N2CCOCC2)c2cnn(C3CCN(Cc4ccccc4)CC3)c2n1,3565.0,nM,=,3.565,PASS,ChEMBL,IC50,MATKXKBQRWTLGT-UHFFFAOYSA-N
CHEMBL574193,Oc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,720.0,nM,=,0.72,PASS,ChEMBL,IC50,VCVGIBMHLBEHEP-UHFFFAOYSA-N
CHEMBL575935,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccnc5)nc43)CC2)cc1,244.0,nM,=,0.244,PASS,ChEMBL,IC50,SMFYFQKNPZPFGE-UHFFFAOYSA-N
CHEMBL574405,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccncc5)nc43)CC2)cc1,2766.0,nM,=,2.766,PASS,ChEMBL,IC50,IDAUJEVADRLCHP-UHFFFAOYSA-N
CHEMBL574211,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cnc6ccccc6c5)nc43)CC2)cc1,6000.0,nM,=,6.0,PASS,ChEMBL,IC50,XTCASNBTSQVTFE-UHFFFAOYSA-N
