Original_ID,SMILES,standard_value,standard_units,relation,Activity_uM,Filter_Status,Source,Activity_Type,InChIKey
CHEMBL3645882,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,388.1,nM,=,0.3881,PASS,ChEMBL,IC50,WQWASHFUTNDNNG-UHFFFAOYSA-N
CHEMBL3645883,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,472.3,nM,=,0.4723,PASS,ChEMBL,IC50,JBZFALQKFWGISC-UHFFFAOYSA-N
CHEMBL3645884,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,645.0,nM,=,0.645,PASS,ChEMBL,IC50,DPJBHUNXNGXHKX-UHFFFAOYSA-N
CHEMBL3645885,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,465.1,nM,=,0.4651,PASS,ChEMBL,IC50,NARUWMXXZKXDHE-UHFFFAOYSA-N
CHEMBL3645886,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,599.9,nM,=,0.5999,PASS,ChEMBL,IC50,WXLZNCZQDHKHEF-UHFFFAOYSA-N
CHEMBL3645887,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,423.3,nM,=,0.4233,PASS,ChEMBL,IC50,ORTXPRAWDPZQKG-UHFFFAOYSA-N
CHEMBL3645888,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,465.9,nM,=,0.4659,PASS,ChEMBL,IC50,UUPJZLUFXXSBMO-UHFFFAOYSA-N
CHEMBL3645889,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(F)F)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,326.6,nM,=,0.3266,PASS,ChEMBL,IC50,XOFRXUAVQZRRFK-UHFFFAOYSA-N
CHEMBL3645890,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C)(O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,361.8,nM,=,0.3618,PASS,ChEMBL,IC50,XNIWRSMSMQKNGJ-UHFFFAOYSA-N
CHEMBL3645891,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C=O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,163.0,nM,=,0.163,PASS,ChEMBL,IC50,KCHBOMPUBLXVEX-UHFFFAOYSA-N
CHEMBL3645892,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CO)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,292.6,nM,=,0.2926,PASS,ChEMBL,IC50,NSDHJXUTGPXZTR-UHFFFAOYSA-N
CHEMBL3645893,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,212.8,nM,=,0.2128,PASS,ChEMBL,IC50,WHAYNIDTNNWHOG-UHFFFAOYSA-N
CHEMBL3645894,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,530.1,nM,=,0.5301,PASS,ChEMBL,IC50,YGVHCXSQVBCYKI-UHFFFAOYSA-N
CHEMBL3645895,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCC[C@H]4C3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,157.0,nM,=,0.157,PASS,ChEMBL,IC50,TYMHACJCOKMSEJ-FQEVSTJZSA-N
CHEMBL3645896,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,401.8,nM,=,0.4018,PASS,ChEMBL,IC50,ZAQUJMJMHYICKR-LJQANCHMSA-N
CHEMBL3645897,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,223.7,nM,=,0.2236999999999999,PASS,ChEMBL,IC50,VKXNDXBNSBBHDD-UHFFFAOYSA-N
CHEMBL3645898,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,195.6,nM,=,0.1956,PASS,ChEMBL,IC50,NMDJDBZAJUTOAY-UHFFFAOYSA-N
CHEMBL3645899,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,267.2,nM,=,0.2672,PASS,ChEMBL,IC50,SJFICUNHWBGPBT-UHFFFAOYSA-N
CHEMBL3645900,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,356.5,nM,=,0.3565,PASS,ChEMBL,IC50,RHAZSSUCINKOFZ-UHFFFAOYSA-N
CHEMBL3645901,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(C(F)(F)F)c2)c1C#Cc1ccc(N)nc1,173.8,nM,=,0.1738,PASS,ChEMBL,IC50,DVAVYTCBDUIEON-UHFFFAOYSA-N
CHEMBL3645902,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(C(F)(F)F)c2)c1C#Cc1ccc(N)nc1,278.9,nM,=,0.2789,PASS,ChEMBL,IC50,RMDMQRLDXOVESD-UHFFFAOYSA-N
CHEMBL3645903,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC)CC3)c(C(F)(F)F)c2)c1C#Cc1ccc(N)nc1,184.7,nM,=,0.1846999999999999,PASS,ChEMBL,IC50,LXIMBFWDAHAFNB-UHFFFAOYSA-N
CHEMBL3645904,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(C(F)(F)F)c2)c1C#Cc1ccc(N)nc1,142.4,nM,=,0.1424,PASS,ChEMBL,IC50,NVBRNSIQSCEYMO-UHFFFAOYSA-N
CHEMBL3645905,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,89.79,nM,=,0.08979,PASS,ChEMBL,IC50,WOMZEPGGVURQNJ-UHFFFAOYSA-N
CHEMBL3645906,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,263.2,nM,=,0.2632,PASS,ChEMBL,IC50,FKSJHWZVXJQMHU-UHFFFAOYSA-N
CHEMBL3645907,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,178.2,nM,=,0.1782,PASS,ChEMBL,IC50,GCCIALHRRNPWDW-UHFFFAOYSA-N
CHEMBL3645908,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,141.3,nM,=,0.1413,PASS,ChEMBL,IC50,WZONDMPQOSFVCH-UHFFFAOYSA-N
CHEMBL3645909,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,120.7,nM,=,0.1207,PASS,ChEMBL,IC50,DJTMJLSVEUKIGG-UHFFFAOYSA-N
CHEMBL3645910,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN4CCC[C@H]4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,174.6,nM,=,0.1746,PASS,ChEMBL,IC50,OSMZXIBKLUZNAF-IBGZPJMESA-N
CHEMBL3645911,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C(=O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,46.18,nM,=,0.04618,PASS,ChEMBL,IC50,WTZBKPPOAGVOMK-UHFFFAOYSA-N
CHEMBL3645912,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,115.4,nM,=,0.1154,PASS,ChEMBL,IC50,DHWMEOLHCVFNTG-UHFFFAOYSA-N
CHEMBL3645913,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,91.52,nM,=,0.0915199999999999,PASS,ChEMBL,IC50,VASVVUWIZPDIFI-UHFFFAOYSA-N
CHEMBL3645914,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,120.1,nM,=,0.1201,PASS,ChEMBL,IC50,QOMUOLVLUYYLAR-UHFFFAOYSA-N
CHEMBL3645915,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,109.7,nM,=,0.1097,PASS,ChEMBL,IC50,HWDAPNZBEKEDCW-UHFFFAOYSA-N
CHEMBL3645916,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,288.2,nM,=,0.2882,PASS,ChEMBL,IC50,JRUYCIYRCTVFIO-UHFFFAOYSA-N
CHEMBL3645917,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,81.31,nM,=,0.08131,PASS,ChEMBL,IC50,SZZVBXCMBWROMR-UHFFFAOYSA-N
CHEMBL3645918,CCc1ncnc(-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,95.37,nM,=,0.09537,PASS,ChEMBL,IC50,ZPRTUWGSRQNCTH-UHFFFAOYSA-N
CHEMBL3645919,CCc1ncnc(-c2ccc(C(=O)N3CCn4cnnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,50.79,nM,=,0.05079,PASS,ChEMBL,IC50,BRAHJBBKMUUXMR-UHFFFAOYSA-N
CHEMBL3645920,CCc1ncnc(-c2ccc(C(=O)N3CCn4ccnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,60.47,nM,=,0.0604699999999999,PASS,ChEMBL,IC50,NSQFPKSOLJYGEX-UHFFFAOYSA-N
CHEMBL3645921,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,92.16,nM,=,0.0921599999999999,PASS,ChEMBL,IC50,IRMUOOFUNYZJHC-UHFFFAOYSA-N
CHEMBL3645922,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CNC4)c(Cl)c2)c1C#Cc1ccc(N)nc1,90.72,nM,=,0.09072,PASS,ChEMBL,IC50,YAAKOARVNJOERF-UHFFFAOYSA-N
CHEMBL3645923,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,48.24,nM,=,0.04824,PASS,ChEMBL,IC50,OIYXEHIRFQIXQT-UHFFFAOYSA-N
CHEMBL3645924,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,30.6,nM,=,0.0306,PASS,ChEMBL,IC50,DCXXMIPGVUHHCP-UHFFFAOYSA-N
CHEMBL3645925,CCc1ncnc(-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,31.55,nM,=,0.03155,PASS,ChEMBL,IC50,DAWFYIDODFGOFZ-UHFFFAOYSA-N
CHEMBL3645926,CCc1ncnc(-c2ccc(C(=O)N3CCn4cnnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,4.83,nM,=,0.00483,PASS,ChEMBL,IC50,OLLQSKSTOJYQJW-UHFFFAOYSA-N
CHEMBL3645927,CCc1ncnc(-c2ccc(C(=O)N3CCn4ccnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,22.96,nM,=,0.02296,PASS,ChEMBL,IC50,XOUWSDVICNCAQJ-UHFFFAOYSA-N
CHEMBL3645928,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,58.26,nM,=,0.05826,PASS,ChEMBL,IC50,QOXUQJROGWQVGY-UHFFFAOYSA-N
CHEMBL3645929,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)cn1,110.2,nM,=,0.1102,PASS,ChEMBL,IC50,ISVITAOPPNXOER-UHFFFAOYSA-N
CHEMBL3645930,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)cn1,209.2,nM,=,0.2092,PASS,ChEMBL,IC50,UPYIWCUWZHOISR-UHFFFAOYSA-N
CHEMBL3645931,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCn4ccnc4C3)c(F)c2)cn1,63.84,nM,=,0.06384,PASS,ChEMBL,IC50,LFTBFBXWPUSAAX-UHFFFAOYSA-N
CHEMBL3645932,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCn4cnnc4C3)c(F)c2)cn1,44.34,nM,=,0.04434,PASS,ChEMBL,IC50,CPPLHJFZALNRGR-UHFFFAOYSA-N
CHEMBL3645933,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)cn1,133.7,nM,=,0.1336999999999999,PASS,ChEMBL,IC50,ZEMOOMDUPJIJMM-UHFFFAOYSA-N
CHEMBL3645934,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCC4(CC3)COC4)c(F)c2)cn1,204.4,nM,=,0.2044,PASS,ChEMBL,IC50,OSJMQBRYMOIUEH-UHFFFAOYSA-N
CHEMBL3645935,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(F)c2)cn1,61.64,nM,=,0.06164,PASS,ChEMBL,IC50,IPZAMJYKUJQWJY-UHFFFAOYSA-N
CHEMBL3645936,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)cn1,205.6,nM,=,0.2056,PASS,ChEMBL,IC50,RBJIANHCYMYEBX-UHFFFAOYSA-N
CHEMBL3645937,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCC4(CC3)CN(C(=O)OC(C)(C)C)C4)c(F)c2)cn1,560.2,nM,=,0.5602,PASS,ChEMBL,IC50,BTWJVHBICYOAFK-UHFFFAOYSA-N
CHEMBL3645938,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CC4(CN(C(=O)OC(C)(C)C)C4)C3)c(F)c2)cn1,420.9,nM,=,0.4209,PASS,ChEMBL,IC50,FYFJYPNSZLIUGL-UHFFFAOYSA-N
CHEMBL3645939,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CNC4)c(F)c2)c1C#Cc1ccc(N)nc1,242.1,nM,=,0.2420999999999999,PASS,ChEMBL,IC50,FEGXHVJRYPPLAN-UHFFFAOYSA-N
CHEMBL3645940,CCc1ncnc(-c2ccc(C(=O)N3CC4(CNC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,251.8,nM,=,0.2518,PASS,ChEMBL,IC50,BARPDYDGCPMOPI-UHFFFAOYSA-N
CHEMBL3645941,CCc1ncnc(-c2ccc(C(=O)N3CC4(CNC4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,328.4,nM,=,0.3283999999999999,PASS,ChEMBL,IC50,YRFYXLFHAULOPW-UHFFFAOYSA-N
CHEMBL3645942,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4COC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,113.1,nM,=,0.1130999999999999,PASS,ChEMBL,IC50,QAQNRPZNOFLCEK-UHFFFAOYSA-N
CHEMBL3645943,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,475.3,nM,=,0.4753,PASS,ChEMBL,IC50,WLGMUSSUKSLCAB-UHFFFAOYSA-N
CHEMBL3645944,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4COC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,119.3,nM,=,0.1193,PASS,ChEMBL,IC50,GXTGVNRJCCNDFS-UHFFFAOYSA-N
CHEMBL3645945,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,444.9,nM,=,0.4448999999999999,PASS,ChEMBL,IC50,ASWXTYJRGSFHAP-UHFFFAOYSA-N
CHEMBL3645946,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4COC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,140.8,nM,=,0.1408,PASS,ChEMBL,IC50,LOVNNABMLHFLTH-UHFFFAOYSA-N
CHEMBL3639448,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4COC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,153.4,nM,=,0.1534,PASS,ChEMBL,IC50,VCBZYXWNIVGHQA-UHFFFAOYSA-N
CHEMBL3645947,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,679.0,nM,=,0.679,PASS,ChEMBL,IC50,DFXRGIVFBDHNPJ-UHFFFAOYSA-N
CHEMBL3645948,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4COC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,173.4,nM,=,0.1734,PASS,ChEMBL,IC50,WSMXFVZCUKPSTO-UHFFFAOYSA-N
CHEMBL3645949,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,446.5,nM,=,0.4465,PASS,ChEMBL,IC50,XPJOZESKXDPNDA-UHFFFAOYSA-N
CHEMBL3645950,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,180.8,nM,=,0.1808,PASS,ChEMBL,IC50,VGLITSIUVRNCRO-UHFFFAOYSA-N
CHEMBL3645951,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,646.9,nM,=,0.6469,PASS,ChEMBL,IC50,SHNVLHKGZPKRAR-UHFFFAOYSA-N
CHEMBL3645952,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,526.7,nM,=,0.5267000000000001,PASS,ChEMBL,IC50,VPFYIZZLGDUSCA-UHFFFAOYSA-N
CHEMBL3645953,CCc1ncnc(-c2ccc(C(=O)N3CC4(CN(C)C4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,288.4,nM,=,0.2884,PASS,ChEMBL,IC50,MCULTFKGCPISLU-UHFFFAOYSA-N
CHEMBL3645954,CCc1ncnc(-c2cc(F)c(C(=O)N3CC4(CN(C)C4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,342.9,nM,=,0.3429,PASS,ChEMBL,IC50,IIHZZCJOWMAYFA-UHFFFAOYSA-N
CHEMBL3645955,CCc1ncnc(-c2cc(F)c(C(=O)N3CC4(CN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,297.9,nM,=,0.2979,PASS,ChEMBL,IC50,CSZQATWAXCVICJ-UHFFFAOYSA-N
CHEMBL3645956,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,200.4,nM,=,0.2004,PASS,ChEMBL,IC50,MRDBTEMVACILBF-UHFFFAOYSA-N
CHEMBL3645957,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)COC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,219.8,nM,=,0.2198,PASS,ChEMBL,IC50,LUEQFYIKOIQERT-UHFFFAOYSA-N
CHEMBL3645958,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)CO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,212.0,nM,=,0.212,PASS,ChEMBL,IC50,CXSYPIORXDVQHI-UHFFFAOYSA-N
CHEMBL3645959,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,168.1,nM,=,0.1681,PASS,ChEMBL,IC50,ZLYNTRDYMVVVMZ-UHFFFAOYSA-N
CHEMBL3645960,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,137.2,nM,=,0.1372,PASS,ChEMBL,IC50,HBUWXCRVXVUSIE-UHFFFAOYSA-N
CHEMBL3645961,CCc1ncnc(-c2ccc(C(=O)N3CCc4ncccc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,109.4,nM,=,0.1094,PASS,ChEMBL,IC50,UYODWJJWEBPJCV-UHFFFAOYSA-N
CHEMBL3645962,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC(C)O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,121.5,nM,=,0.1215,PASS,ChEMBL,IC50,KTOUXFUSEFFTIN-UHFFFAOYSA-N
CHEMBL3645963,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,208.16,nM,=,0.2081599999999999,PASS,ChEMBL,IC50,QSWDLPGTHDVTAS-UHFFFAOYSA-N
CHEMBL3645964,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)COC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,187.0,nM,=,0.187,PASS,ChEMBL,IC50,PMYRNYKUOVLEMF-UHFFFAOYSA-N
CHEMBL3645965,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)CO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,159.65,nM,=,0.15965,PASS,ChEMBL,IC50,FVKLSWBTKPIXFR-UHFFFAOYSA-N
CHEMBL3645966,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,783.3,nM,=,0.7833,PASS,ChEMBL,IC50,LWJMVOBSLCHODM-UHFFFAOYSA-N
CHEMBL3645967,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCCC4O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,106.03,nM,=,0.10603,PASS,ChEMBL,IC50,JMOLMCBABVAYTF-UHFFFAOYSA-N
CHEMBL3645968,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,112.89,nM,=,0.11289,PASS,ChEMBL,IC50,WAUDHZKWWFGTDH-UHFFFAOYSA-N
CHEMBL3645969,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CC(=O)CO4)c(F)c2)c1C#Cc1ccc(N)nc1,144.41,nM,=,0.1444099999999999,PASS,ChEMBL,IC50,KBBFVOAXWPUPGK-UHFFFAOYSA-N
CHEMBL3645970,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,108.17,nM,=,0.10817,PASS,ChEMBL,IC50,STDZGEQBCPCVMV-UHFFFAOYSA-N
CHEMBL3645971,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)COC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,110.06,nM,=,0.11006,PASS,ChEMBL,IC50,RNBNWTNJAHJTMI-UHFFFAOYSA-N
CHEMBL3645972,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,108.46,nM,=,0.1084599999999999,PASS,ChEMBL,IC50,SVYIKFBOHAXKMT-UHFFFAOYSA-N
CHEMBL3645973,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,192.99,nM,=,0.19299,PASS,ChEMBL,IC50,KZBVFYIUGYSPEI-UHFFFAOYSA-N
CHEMBL3645974,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCCC4O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,63.43,nM,=,0.06343,PASS,ChEMBL,IC50,JVXAHOWOEKOGPU-UHFFFAOYSA-N
CHEMBL3645975,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,239.33,nM,=,0.23933,PASS,ChEMBL,IC50,DTIVUYHHUOLVNC-UHFFFAOYSA-N
CHEMBL3645976,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,86.05,nM,=,0.08605,PASS,ChEMBL,IC50,BMHREZWGYXVBCN-UHFFFAOYSA-N
CHEMBL3645977,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CC(=O)CO4)c(Cl)c2)c1C#Cc1ccc(N)nc1,69.07,nM,=,0.0690699999999999,PASS,ChEMBL,IC50,WDCVJKKGNJCIFD-UHFFFAOYSA-N
CHEMBL3645978,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,110.31,nM,=,0.11031,PASS,ChEMBL,IC50,YGAFBPOODGQZPO-UHFFFAOYSA-N
CHEMBL3645979,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)COC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,121.81,nM,=,0.12181,PASS,ChEMBL,IC50,QHTLNGNWJJKUEG-UHFFFAOYSA-N
CHEMBL3645980,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,76.12,nM,=,0.07612,PASS,ChEMBL,IC50,HTQDGBRDNHEJRY-UHFFFAOYSA-N
CHEMBL3645981,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,126.66,nM,=,0.12666,PASS,ChEMBL,IC50,WIDVWQIEFDGGQO-UHFFFAOYSA-N
CHEMBL3645982,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,57.12,nM,=,0.05712,PASS,ChEMBL,IC50,CTDQVLXGZGAQRL-UHFFFAOYSA-N
CHEMBL3645983,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,92.8,nM,=,0.0928,PASS,ChEMBL,IC50,OJHZGOVZQFYDCL-UHFFFAOYSA-N
CHEMBL3645984,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCOCCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,107.46,nM,=,0.10746,PASS,ChEMBL,IC50,FAJLRTZRULGGMR-UHFFFAOYSA-N
